,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
0,1.0500220311450186,1.134886087990471,1.1347189687369927,1.134704271140471,1.1346464238674465,1.1346984712385362,1.134647578300714,1.1346481952839198,1.1344349520812456,1.13441542202691,1.1346947934866176,1.1344101823902433,1.1344111179716718,1.1346482311827075,1.1343253180447914,1.1342376269780092,1.1342363771557695,1.1342392415582903,1.1342267098365915,1.134327465369179,1.13432344960796,1.1343293524532099,1.1343213228416271,1.1343296799580724,1.1343366351161244,1.1343207137528288,1.1343020926177603,1.1343394018607798,1.1340084389795242,1.134339943051857,1.1343399375682375,1.1342415178859548,1.1339783246467146,1.1343206411460345,1.1342422197745776,1.1339473209734976,1.1342249316976507,1.1342174928849853,1.1339286428835746,1.1342420056038667,1.1342243388525852,1.1339274726631783,1.1342246405741778,1.1339396327560542,1.1339074061148677,1.1339263571812275,1.1339770219364667,1.1339003786151494,1.1339182634535643,1.1339903546555705,1.1338954240543673,1.133897666883715,1.1339412412065626,1.1339228248391855,1.1339164175568528,1.1339301812772555,1.1339021977029387,1.1338932861897892,1.133887704045609,1.1339731263147472,1.1338887427794195,1.1338957761499193,1.1338952889298415,1.1339433439989115,1.1338948963791164,1.1340360198844168,1.1339339889344096,1.1338944977813472,1.1338825939426727,1.1340384441682168,1.1340614166764411,1.1338678224799577,1.1339344940211158,1.133866607830432,1.1338504545902528,1.134037139719947,1.1339022444844602,1.1340614166745442,1.1340387988808551,1.133841528883819,1.134039344077603,1.134039405449538,1.1338326052992542,1.1338518525952201,1.133831183516197,1.1338479005935789,1.1338480638070536,1.133830617778097,1.1338494038708054,1.1338559492819484,1.1339018326923453,1.1339041218117802,1.1338758306491346,1.133904810316458,1.133873923822426,1.1338305436951532,1.133873300668916,1.1338841426584996,1.133777425813567,1.1339213743804097,1.1339269083582202,1.1339863585103065,1.1339047072770023,1.1337622864951749,1.133873426153013,1.133771308431565,1.133767746564499,1.1337607516708208,1.1339863585073515,1.1338912717964935,1.133986358506239,1.1338216871395266,1.1338171644173514,1.1338796539248364,1.1339863585059897,1.1338090974251178,1.13387975279855
1,1.0500243566239855,1.1392464700407532,1.139083675829085,1.1390690337432063,1.1390135415824385,1.139063255695715,1.139014701397477,1.139015321267267,1.1388056937040447,1.138786237483569,1.1390595919219155,1.1387810176688216,1.1387819496676697,1.1390153573122923,1.1386982646132442,1.138611849785106,1.1386105602683732,1.1386132422307333,1.138600453936394,1.1387004880263376,1.1386965091937782,1.138702383917059,1.1386943741465068,1.1387028283559228,1.1387098156812023,1.1386937631121816,1.1386753456444456,1.1387125953626862,1.138386328184303,1.138713139075365,1.1387131335839373,1.1386155292051716,1.1383567321084513,1.1386936892888975,1.138616234372331,1.1383263851248633,1.1385986432587187,1.138591747533616,1.1383088680082643,1.1386160192072337,1.138598030231152,1.138309116999479,1.138598351168364,1.1383222089196856,1.1382877118892676,1.1383079977839612,1.1383554248841457,1.1382807110574573,1.1382976253109707,1.1383683123908728,1.1382757753220976,1.1382773605146288,1.138323886365048,1.138307102410598,1.1382957729654182,1.1383150204454384,1.138287143246144,1.1382782655813337,1.1382687828330134,1.1383584993749005,1.138269826541701,1.1382754639410795,1.138274975060119,1.1383288303170376,1.1382745817268771,1.1384217158254346,1.138319510810004,1.138279472583558,1.1382638081987408,1.1384241662450931,1.1384472478429735,1.1382492259316002,1.1383200139718328,1.138248006973478,1.1382322571637802,1.1384228571531405,1.138286600166557,1.1384472478404735,1.1384245079920707,1.1382234323442142,1.1384250557610827,1.1384251174483888,1.1382147810569354,1.138233661759344,1.1382133544338064,1.138230461313952,1.138230690320425,1.138212786817587,1.138231971738919,1.1382389745209323,1.1382854319402331,1.1382877318578044,1.1382597076184706,1.1382884236117297,1.1382577944927783,1.13821271238021,1.1382571692369527,1.13826536436703,1.1381595730795957,1.138305827975841,1.1383113878360869,1.1383711181449212,1.1382883200835132,1.1381444913328367,1.1382572952141232,1.1381534789254633,1.138149930570014,1.1381429622666783,1.1383711181410192,1.138275839855758,1.1383711181395524,1.1382048425744147,1.1382003370314873,1.1382642661907079,1.138371118139225,1.1381923006512198,1.1382643646405348
2,1.0500198391832285,1.1303452813285093,1.1301622722952682,1.1301475160462657,1.1300806457035144,1.1301416930411288,1.1300817952310007,1.1300824095724296,1.1298543296025245,1.1298347212131994,1.130138000546852,1.1298294605532309,1.1298303999217212,1.1300824453594058,1.1297354010911596,1.1296417346524046,1.1296406545351285,1.1296442046474195,1.1296324323563762,1.1297374848192185,1.1297334396507144,1.1297393639647655,1.1297313219643401,1.1297395862320112,1.129746512700488,1.129730715098602,1.1297118877989292,1.1297492677612302,1.129397112517549,1.12974980668401,1.1297498011892653,1.1296464713823076,1.1293647821098487,1.1297306436288412,1.1296471703213915,1.1293310370644918,1.129630750666401,1.1296216942020583,1.1293126102582303,1.1296469570391026,1.1296302214500762,1.129311860516066,1.1296304606312046,1.1293242334790967,1.1292912874844068,1.1293107492591146,1.1293634844702793,1.1292842315442257,1.129297852597457,1.129378955123772,1.1292792569127863,1.1292730549101324,1.129325896625988,1.1293058297246448,1.129296013937577,1.1293126659447008,1.1292845690094127,1.1292756214227742,1.1292478661984517,1.1293551345515802,1.1292489003646375,1.129271170914339,1.1292706855687684,1.1293252315519475,1.1292702940362165,1.129417758601963,1.1293158385995468,1.1292768379093834,1.1292410739591625,1.1294201701298716,1.1294430445324755,1.1292235962604606,1.1293163457358282,1.129222386443847,1.1292010330649116,1.129418870865885,1.1292851661032313,1.1294430445310768,1.1294205257807823,1.129190579289585,1.1294210686812705,1.1294211297450587,1.1291807582228173,1.129202425124715,1.1291793419211442,1.129194974138809,1.1291949257037417,1.1291787783217222,1.1291964709083107,1.129201441776672,1.1292468341290673,1.129249113512467,1.1292206096206907,1.129249799086009,1.1292187099756452,1.1291787046151267,1.1292180892079888,1.1292426157973672,1.1291098880967356,1.1292656062574375,1.1292711171452123,1.1293303152035403,1.1292496964899823,1.1290841796212077,1.1292182141497558,1.1291037456722097,1.1291001692351383,1.12909314568417,1.1293303152013898,1.129235380666312,1.1293303152005787,1.1291649845969542,1.1291604434037872,1.1292237153067493,1.1293303152003962,1.1291507808629684,1.129223814620859
3,1.050010658824038,1.1112508639775145,1.111008861425412,1.1109938543957982,1.1108935737802799,1.1109879326942358,1.1108947047502955,1.1108953090627143,1.1106122673757441,1.1105654026843206,1.1109841769765034,1.1105468930523352,1.1105610076972399,1.110895344499945,1.1104888300099864,1.1103926447546226,1.1103918918187634,1.1103968370403987,1.1103867172552484,1.1104906946936879,1.1104865548820515,1.110492543950782,1.1104844776574083,1.110492373186954,1.110499192670412,1.11048388102365,1.110464200387866,1.1105019036652257,1.110135549097183,1.1105024340638785,1.110502428465643,1.1103990676392428,1.110101469220528,1.1104838139069446,1.1103997554824288,1.1100654726679309,1.1103852479920069,1.1103726072815552,1.110045377987993,1.110399545521314,1.1103848533492353,1.11004286245884,1.110384962954675,1.1100539049206097,1.1100236897905231,1.1100417704486463,1.1101001945547186,1.110016513025802,1.1100300148912086,1.1101170811955239,1.1100114530851584,1.1100027651167388,1.1100555436533166,1.1100292828011822,1.110028208944616,1.110034111292036,1.1100055325878924,1.1099964317134312,1.1099677644501957,1.110074795663744,1.1099687811046342,1.1100009121926575,1.1100004353496884,1.110044379710089,1.1100000489022608,1.1101364685188506,1.1100348257176336,1.1099976689734543,1.1099599438847807,1.1101388701957935,1.1101613713171576,1.1099409040300492,1.1100353415755109,1.109939715937717,1.1099151720808846,1.1101375943122211,1.1100082654852816,1.1101613713217784,1.110139190823855,1.1099038365592073,1.1101397250427365,1.11013978485616,1.1098943684864577,1.109916541708772,1.1098930054862324,1.1099080116384674,1.109907893329434,1.109892451589953,1.1099094836685377,1.1099141106725914,1.109957766736668,1.109960009419842,1.1099308266036,1.1099606839396106,1.1099289595677482,1.1098924052772459,1.1099283495959393,1.1099614592476676,1.1098106821921538,1.1099736849215238,1.1099791095573055,1.1100373588666743,1.1099605830239538,1.1097774030380378,1.1099284721422684,1.1098044343865316,1.1098007966572756,1.1097936524450196,1.110037358872117,1.1099429404574424,1.1100373588741266,1.109879118399509,1.1098744993371301,1.1099310746668773,1.11003735887462,1.1098662606903684,1.1099311759401482
4,1.0500040934890467,1.1023732365643262,1.102123641627203,1.1021085121332594,1.102004150155107,1.1021025420346726,1.1020052651826844,1.1020058610517673,1.1017170330708692,1.1016697882669777,1.1020987558955597,1.10165112888206,1.1016653572978559,1.1020058958354886,1.1015903422696494,1.1014926054152225,1.1014918474099882,1.1014968367135831,1.1014869847109885,1.1015919614613268,1.1015876999292613,1.1015937841582777,1.1015856414123446,1.1015932673983588,1.101599986756741,1.1015850485375345,1.101564864787718,1.1016026589645254,1.1012321141785433,1.1016031817102696,1.1016031763207874,1.1014990352829486,1.1011975665646727,1.1015849855634772,1.1014997132178577,1.1011593626374188,1.101485550467073,1.1014724053091223,1.101137912679914,1.1014995063249697,1.101485175621334,1.1011338318621906,1.1014852673692193,1.1011438043137372,1.1011160471198798,1.101132747284268,1.101196642451171,1.1011088116822543,1.1011214654498112,1.101213495182634,1.1011037104132204,1.1010916871843037,1.1011454180074032,1.1011144950193779,1.1011196728130244,1.1011177484925416,1.1010889357856637,1.101079760418687,1.101047280689325,1.101156856369909,1.1010482833650008,1.1010898450130389,1.1010893715266903,1.1011261914066433,1.101088985697969,1.1012174942325748,1.101116559250906,1.1010810078385809,1.101038464360837,1.1012197794282192,1.1012419607252886,1.101017892160449,1.101117079318407,1.1010167130438857,1.100989160226746,1.1012185132792265,1.10109330551102,1.1012419607266186,1.1012201776542994,1.1009769862801706,1.1012207041618023,1.1012207632931936,1.100969352552077,1.1009905102462234,1.1009681033821939,1.1009829434570655,1.1009828561321795,1.1009675531650116,1.1009843948231919,1.1009893103672772,1.1010336500213722,1.1010359464909973,1.1010057725025142,1.1010366113682006,1.1010039177834192,1.1009676018173602,1.1010033120011282,1.1010399591297464,1.1008663248954362,1.1010470337535514,1.101052378942709,1.1011097898770739,1.1010365557795572,1.1008219975567686,1.10100343344211,1.10086002577103,1.1008563581495467,1.1008491553383788,1.1011097898786555,1.101016037298449,1.1011097898792337,1.1009540311776393,1.100949374287271,1.1010040744503384,1.101109789879377,1.10094106806616,1.101004176438374
5,1.0500094296954197,1.1139072428234604,1.1136874139253892,1.113672442401658,1.113584852692828,1.1136665346559926,1.1135859762303173,1.1135865767449462,1.1133254577497895,1.1132787068279664,1.1136627879289396,1.1132602422934115,1.1132743223347854,1.1135866115937685,1.1132157271245275,1.1131290434930063,1.1131282836398075,1.1131331829219988,1.1131231356819415,1.1132174178514453,1.1132131773553542,1.1132192540810504,1.1132110919339506,1.1132189116692555,1.113225678097178,1.1132104919161794,1.1131908070158973,1.1132283703571544,1.1128919145604754,1.1132288969415185,1.113228891679689,1.113135397898679,1.1128607083983075,1.1132104267913316,1.1131360808519084,1.112826699114281,1.1131216744900503,1.1131090458016832,1.1128086526817187,1.1131358724844906,1.1131212886424795,1.1128087401118627,1.1131213879225326,1.1128214743780658,1.1127870176144916,1.112807642194397,1.112859763209497,1.1127798584141746,1.112792992321261,1.1128734916682537,1.1127748108832103,1.1127675512949102,1.1128230983799732,1.1128072353837875,1.1127911772469792,1.1128157811299126,1.11278727290116,1.1127781944468913,1.1127393689676097,1.112860780054964,1.112740380041351,1.1127656871464324,1.1127652077906134,1.1128304392627444,1.1127648179671177,1.1129258611848647,1.112820908867522,1.112779428673745,1.1127323316623219,1.1129304054414773,1.1129559994902494,1.112714598852885,1.1128214234455247,1.1127134048592913,1.112691404630204,1.1129291233035647,1.1127862697088946,1.1129559994937552,1.1129285658106765,1.1126808490389535,1.1129290963722789,1.1129291561969945,1.1126740842813088,1.1126927649507838,1.112672856077345,1.1126882402820863,1.1126882475810609,1.1126722990915687,1.1126897032621639,1.1126952362795082,1.1127401593411665,1.1127424705911153,1.112712449456062,1.1127431405420587,1.1127105719877401,1.112672381166127,1.1127099587131521,1.1127338392721526,1.1125879256033222,1.1127548140427599,1.1127601976946724,1.112818041243603,1.1127430831263563,1.112554729329897,1.112710081754904,1.1125816931690022,1.1125780643763972,1.112570937777367,1.112818041247039,1.1127241454245098,1.1128180412483046,1.1126603302740827,1.1126557225972367,1.112712308954083,1.1128180412486157,1.112647504220052,1.1127124099218013
6,1.05000606702159,1.1064779182685858,1.1062277691780282,1.1062126960539507,1.1061078663921338,1.1062067482007754,1.1061089844857694,1.1061095820282447,1.1058198220080666,1.1057558346884098,1.10620297613527,1.105737244329306,1.1057431509715374,1.106109616836165,1.105711109071774,1.105625159024254,1.1056244005601301,1.1056293584686376,1.1056194365903762,1.1057127544428915,1.1057085006594647,1.105714582067843,1.1057064324541312,1.105714128355866,1.1057208648754149,1.1057058370016297,1.1056858319623655,1.1057235443838227,1.1053890081274407,1.1057240685277314,1.1057240631835346,1.1056315630326685,1.1053579635508104,1.1057057732650772,1.1056322428014267,1.1053240907212574,1.105617992692592,1.105605031403252,1.1053055725101455,1.1056320353692377,1.1056176139313139,1.1053052085696577,1.1056177083397245,1.1053175616889046,1.1052837897202465,1.1053041191264454,1.105357031866679,1.105276581658656,1.1052908846719942,1.1053704594273164,1.1052714996886654,1.105265880954083,1.1053191792476063,1.105301507916041,1.1052890838511324,1.105309493892456,1.105280790897085,1.1052716504491975,1.1052364969219333,1.1053540691026627,1.1052375026861239,1.1052640973031183,1.1052636216664564,1.1053235210437695,1.105263295461072,1.105419005270249,1.10531392558549,1.105272893116906,1.1052293456714417,1.1054236194092208,1.105449157041036,1.1052114610426005,1.105314443672796,1.1052102764780947,1.1051878937302515,1.1054223474086167,1.105280398996612,1.1054491570431766,1.105421696803305,1.1051772445297974,1.1054222248647376,1.1054222842547778,1.10517035656416,1.1051892475481122,1.10516914098538,1.1051841539586023,1.1051841011397705,1.1051685882811044,1.1051856096023034,1.105190750566731,1.1052353047770502,1.1052376067211165,1.1052074874788127,1.1052382734691633,1.1052056244088773,1.105168672601332,1.1052050158770894,1.1052308451604307,1.1050836872007082,1.1052491520510301,1.1052545114438939,1.1053120819514866,1.105238217219342,1.10505026499434,1.105205137904265,1.105077412203663,1.1050737586287553,1.105066583393554,1.1053120819535809,1.1052182739208107,1.1053120819543487,1.1051556060621657,1.1051509669338853,1.1052063566918096,1.1053120819545383,1.105142692413245,1.1052064583061725
7,1.0500011682072055,1.0975808446749786,1.0973043327388123,1.0972891342023676,1.0971694063402464,1.097283136730011,1.0971705152232507,1.0971711078119,1.0968568907091443,1.0967923760973688,1.0972793336398945,1.0967736327378226,1.0967795877055209,1.0971711423973511,1.0967332999988928,1.0966377781591834,1.0966371132578787,1.0966424972544744,1.0966331280911021,1.0967348390258191,1.0967305413366042,1.0967366516830155,1.0967284939623416,1.0967360047677357,1.096742687022661,1.0967279036966695,1.0967074722586576,1.0967453445142286,1.096380018134466,1.096745864378413,1.0967458590240635,1.096644683727348,1.0963458783686624,1.0967278423786126,1.0966453579308824,1.096308111068988,1.0966317563846388,1.0966175819266817,1.0962887651144726,1.096645152178671,1.0966314215406956,1.0962875261235527,1.0966314745787682,1.0962992165276912,1.096266799391289,1.0962864464737754,1.096344968051622,1.096259530805496,1.096269712073645,1.0963613135411494,1.096254406231437,1.0962393853867831,1.0963008213749774,1.0962800990622363,1.0962679279583338,1.0962870979848927,1.0962581536961693,1.0962489364236552,1.0961875764411355,1.0963308007569939,1.09618857363281,1.0962377014822458,1.0962372301718708,1.0962999959984987,1.0962369835748553,1.0963952767906204,1.0962903199667273,1.0962501895883217,1.0961779547974497,1.0963998954824317,1.096425255158694,1.0961561073784578,1.0962908423865494,1.0961549339380705,1.0961248961736287,1.0963986354304867,1.096258812455205,1.0964252551538913,1.0963979459396516,1.0961120053666815,1.0963984696442297,1.0963985284664566,1.0960973864229073,1.0961262387682171,1.0960962019898273,1.0961021752269193,1.0961002719038069,1.096095654233607,1.0961036186167166,1.0960946742653526,1.0961383698412555,1.0961406535513758,1.0961102039237063,1.096141314760268,1.0961083574965194,1.0960957561052103,1.0961077544839959,1.096179441399986,1.0960176622822853,1.0961507938385266,1.0961561094548862,1.0962132033800442,1.0961412594326994,1.095983961091479,1.096107875271774,1.0960113342743028,1.0960076498087616,1.0960004140891852,1.0962132033758853,1.0961196540516354,1.0962132033743335,1.0960357068793767,1.0960310283724592,1.0961076361239661,1.096213203373961,1.0960047959870722,1.0961077384119131
8,1.049996628162476,1.092322921299054,1.092050131813286,1.0920348613260833,1.0919174579496038,1.0920288355379322,1.0919185563432885,1.0919191433923199,1.0916095320062595,1.0915447092814536,1.0920250143091124,1.0915258763504356,1.091531859894442,1.091919177515709,1.091489183235208,1.0913961568939954,1.0913954985410526,1.0914009457043865,1.091391789426574,1.0914905707207458,1.0914862020756386,1.0914923658013147,1.0914841684423098,1.0914915024906844,1.0914981180369958,1.091483580939274,1.0914628347957571,1.0915007498943863,1.0911430308548404,1.0915012646875257,1.0915012594976832,1.0914031109820514,1.0911095732842637,1.0914835226603656,1.091403778622447,1.0910725323400479,1.0913904456956498,1.0913758748805407,1.0910522581763762,1.091403574911518,1.091390126929934,1.0910499282663317,1.0913901653162037,1.0910608693228128,1.0910301885879032,1.091048854088194,1.0911086867753808,1.0910228856613786,1.091035732212809,1.0911242379740915,1.0910177368398022,1.09100697083294,1.0910624572879504,1.0910384365785897,1.091033957885229,1.0910443078109222,1.0910152265106463,1.0910059656463844,1.0909527237277727,1.0910868448709523,1.0909537117878585,1.091005520421747,1.0910050515589333,1.0910558942126134,1.091005012474262,1.0911505196329134,1.091046172378066,1.0910072247181153,1.0909428655069542,1.0911549960594662,1.0911800411711565,1.090920689968642,1.0910466972786768,1.0909195231416207,1.0908887932392073,1.091153743166544,1.0910170493992148,1.0911800411686714,1.0911531631043596,1.0908757339963193,1.0911536816995375,1.0911537401075007,1.0908606638282812,1.0908901228545007,1.090859495888511,1.090864662450327,1.0908626222525342,1.0908589508587911,1.0908660922375832,1.0908561698817534,1.0908986275879,1.0909008873510981,1.090869897224437,1.0909015421564,1.090868059906874,1.0908590617974971,1.09086745999216,1.090944338708546,1.0907809426218236,1.0909094536303394,1.090914716169566,1.090971252978147,1.0909014864291962,1.0907470808309534,1.0908675799638647,1.0907745847091253,1.0907708828509866,1.0907636128895661,1.090971252975898,1.0908781663989278,1.0909712529750575,1.090796922053897,1.0907922214236887,1.0908660915166821,1.090971252974852,1.0907658638711017,1.090866194363134
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
