,vm_a_pu,va_a_degree,vm_b_pu,va_b_degree,vm_c_pu,va_c_degree,p_a_mw,q_a_mvar,p_b_mw,q_b_mvar,p_c_mw,q_c_mvar,unbalance_percent
53,1.2857245943021713,-24.0549065173904,0.7585167009195455,-135.9133333517482,1.0146066491139467,72.29739199065668,0.0,0.0,0.0,0.0,0.0,0.0,0.16249882358565587
54,1.2862778169477773,-24.09539358514,0.7591430727134078,-135.95240577911127,1.0143392593782052,72.30301492115538,0.0,0.0,0.0,0.0,5.400000000000001e-05,0.0003286841051788631,0.1661320456025272
55,1.2856212799243767,-24.048863146908438,0.7584339337811978,-135.90311541891907,1.0146103534393915,72.29837002167095,0.0,0.0,0.0,0.0,0.0,0.0,0.1634558390744874
56,1.285596581042576,-24.044181664970566,0.7584326130620408,-135.90317483381872,1.0146118890551736,72.29837392050109,0.0,0.0,0.0,0.0,0.0,0.0,0.15999454759338222
57,1.2855887149739702,-24.04265992920362,0.7584321830790768,-135.90319398190175,1.0146123877786652,72.29837506102596,4.9999999999999914e-05,0.0003286841051788631,0.0,0.0,0.0,0.0,0.158870356305787
58,1.2863145044242197,-24.074557153277947,0.7583920576831148,-135.90762521309037,1.0143780940407328,72.29612498231853,0.0,0.0,0.0,0.0,0.0,0.0,0.17942385948882794
59,1.285529268602802,-24.046960896128937,0.7583815612324741,-135.88891040805203,1.0145614043501527,72.299348293524,0.0,0.0,0.0,0.0,0.0,0.0,0.16694072197328816
60,1.286315772134128,-24.07457328873603,0.7583756760092915,-135.9007431326342,1.0143775933217738,72.29605609130469,0.0,0.0,3.4000000000000176e-05,0.0003286841051788631,0.0,0.0,0.18136239770829193
61,1.2862712556689857,-24.09110989278958,0.7589898573708418,-135.94345964255885,1.0143103624123184,72.30494229439255,0.0,0.0,0.0,0.0,0.0,0.0,0.16994203628738944
62,1.2862707638180442,-24.09112340354938,0.7589903219780566,-135.9434855806511,1.0142903388170916,72.30693512291099,0.0,0.0,0.0,0.0,0.00015499999999999997,0.0003286841051788631,0.17072110515504374
63,1.2853523316637425,-24.042614118095077,0.758380995724591,-135.88912359909773,1.0145632356810548,72.29947367160008,0.0,0.0,0.0,0.0,0.0,0.0,0.1640812240806781
64,1.2862703527830897,-24.091117917767477,0.7589903606818486,-135.9435178404703,1.01430002798662,72.3085462259748,0.0,0.0,0.0,0.0,2.800000000000003e-05,0.0003286841051788631,0.17171046193425293
65,1.2856117441388242,-24.049094020155998,0.7583535641045447,-135.87167706418933,1.0144733120796843,72.29670901592601,0.0,0.0,0.0,0.0,0.0,0.0,0.17105427025750067
66,1.2852635174300695,-24.04136984294593,0.7583809977080205,-135.88922379157611,1.0145638603457272,72.29953973698423,0.0008229999999999997,0.0003286841051788631,0.0,0.0,0.0,0.0,0.16342278914743213
67,1.2855897845571702,-24.042918383916984,0.758432257251635,-135.90319100304802,1.0146123037762809,72.29837507787288,5.3000000000000096e-05,0.00032868410517886354,0.0,0.0,0.0,0.0,0.15906141996715098
68,1.286314241241627,-24.0726532591746,0.7583283033191676,-135.90445896989246,1.0143820032874904,72.29627024623785,0.0,0.0,0.0,0.0,0.0,0.0,0.18069954752877954
69,1.2856180520189913,-24.04990423888762,0.7583606203993906,-135.8688206214687,1.0144368384972788,72.29742203016606,0.0,0.0,0.0,0.0,0.0,0.0,0.1718647489712964
70,1.2856460262715674,-24.050204766020926,0.7583459984194793,-135.86399866829464,1.0144270440219991,72.29589381326385,0.0,0.0,0.0,0.0,0.0,0.0,0.17290766903189425
71,1.2863059228176317,-24.069455080263197,0.7582289322163723,-135.90065435088798,1.014391529422893,72.29693504923378,0.0,0.0,0.0,0.0,0.0,0.0,0.18251648742693785
72,1.2853315711081854,-24.04120517425438,0.7583806554810223,-135.8891551514477,1.0145637328462813,72.29948538410976,0.00018199999999999987,0.0003286841051788631,0.0,0.0,0.0,0.0,0.16309572237772357
73,1.2863046450462874,-24.069471460707582,0.7582297488018053,-135.90073364560087,1.0143689459573617,72.30205060057574,0.0,0.0,0.0,0.0,5.600000000000006e-05,0.0003286841051788631,0.18486151286998315
74,1.2863014317142178,-24.063216738828405,0.758032433333152,-135.8927084457583,1.0144178699843907,72.29678936210068,0.0,0.0,0.0,0.0,0.0,0.0,0.18566843660387053
75,1.2856167707338637,-24.04995866446622,0.7583622303853225,-135.8688761935803,1.0143543582095076,72.30267119316676,0.0,0.0,0.0,0.0,0.00025,0.0003286841051788631,0.17258921293473667
76,1.2856723644996473,-24.051251891585174,0.7585158113491126,-135.91341354006417,1.0146079348319317,72.29742107409136,0.00017599999999999994,0.0003286841051788631,0.0,0.0,0.0,0.0,0.1597628792675737
77,1.2856460262618479,-24.050204763895973,0.7583159689851079,-135.85264349056334,1.014427043993966,72.29589381551041,0.0,0.0,4.300000000000007e-05,0.0003286841051788631,0.0,0.0,0.17700654010809083
78,1.2856151272762322,-24.049129323944435,0.7582989110797461,-135.85371624765696,1.0144721507268695,72.29652406028802,0.0,0.0,0.0,0.0,0.0,0.0,0.17764045017138314
79,1.2862946099404313,-24.061421019103566,0.7579826349962612,-135.8910377233227,1.0144250063290068,72.29706242127872,0.0,0.0,0.0,0.0,0.0,0.0,0.18637465253138477
