,scenario,bus_idx,phase,installed_kW,num_injections,violation
100,EV_bus_67_iter_0,67,C,1.8995074727824184,1,Overvoltage
101,EV_bus_67_iter_1,67,B,3.4080325971379577,1,Overvoltage
102,EV_bus_67_iter_2,67,A,2.5930398028354893,1,Overvoltage
103,EV_bus_67_iter_3,67,B,2.649768367964298,1,Overvoltage
104,EV_bus_67_iter_4,67,B,2.605924605281737,1,Overvoltage
105,EV_bus_67_iter_5,67,A,3.324606097303147,1,Overvoltage
106,EV_bus_67_iter_6,67,A,1.1489450815115356,1,Overvoltage
107,EV_bus_67_iter_7,67,C,3.149895102305109,1,Overvoltage
108,EV_bus_67_iter_8,67,A,1.8498717687519481,1,Overvoltage
109,EV_bus_67_iter_9,67,C,1.3145487144270862,1,Overvoltage
110,EV_bus_67_iter_10,67,C,1.4896461931335563,1,Overvoltage
111,EV_bus_67_iter_11,67,C,4.622392983261324,1,Overvoltage
112,EV_bus_67_iter_12,67,A,3.8496766114704717,1,Overvoltage
113,EV_bus_67_iter_13,67,C,2.1462448170312163,1,Overvoltage
114,EV_bus_67_iter_14,67,C,4.7995546302695775,1,Overvoltage
115,EV_bus_67_iter_15,67,B,4.060078229605229,1,Overvoltage
116,EV_bus_67_iter_16,67,C,3.1591335722198166,1,Overvoltage
117,EV_bus_67_iter_17,67,B,4.54912936258404,1,Overvoltage
118,EV_bus_67_iter_18,67,B,1.5734984376225363,1,Overvoltage
119,EV_bus_67_iter_19,67,C,1.9291216398637165,1,Overvoltage
120,EV_bus_67_iter_20,67,B,4.358022469806302,1,Overvoltage
121,EV_bus_67_iter_21,67,C,4.090171271960114,1,Overvoltage
122,EV_bus_67_iter_22,67,A,4.532154487037568,1,Overvoltage
123,EV_bus_67_iter_23,67,B,1.7843458759693775,1,Overvoltage
124,EV_bus_67_iter_24,67,C,1.2361976358282818,1,Overvoltage
125,EV_bus_67_iter_25,67,A,3.2002243033773774,1,Overvoltage
126,EV_bus_67_iter_26,67,B,1.5374480571905398,1,Overvoltage
127,EV_bus_67_iter_27,67,A,1.6191200841810063,1,Overvoltage
128,EV_bus_67_iter_28,67,A,2.5175364743069917,1,Overvoltage
129,EV_bus_67_iter_29,67,B,3.3939874287041873,1,Overvoltage
130,EV_bus_67_iter_30,67,A,3.5300626735495433,1,Overvoltage
131,EV_bus_67_iter_31,67,C,4.867613536132853,1,Overvoltage
132,EV_bus_67_iter_32,67,C,3.3053022034902577,1,Overvoltage
133,EV_bus_67_iter_33,67,B,2.0106762919273553,1,Overvoltage
134,EV_bus_67_iter_34,67,A,1.6941794546847473,1,Overvoltage
135,EV_bus_67_iter_35,67,A,1.4498581921388713,1,Overvoltage
136,EV_bus_67_iter_36,67,B,4.294107895642079,1,Overvoltage
137,EV_bus_67_iter_37,67,C,2.6284017575432523,1,Overvoltage
138,EV_bus_67_iter_38,67,C,3.1385527875495907,1,Overvoltage
139,EV_bus_67_iter_39,67,A,1.0938820524133077,1,Overvoltage
140,EV_bus_67_iter_40,67,A,3.463954333007771,1,Overvoltage
141,EV_bus_67_iter_41,67,A,1.7406437276553888,1,Overvoltage
142,EV_bus_67_iter_42,67,C,1.7724961946719455,1,Overvoltage
143,EV_bus_67_iter_43,67,A,3.294005229450567,1,Overvoltage
144,EV_bus_67_iter_44,67,C,1.1657691340177303,1,Overvoltage
145,EV_bus_67_iter_45,67,A,2.4024679411866905,1,Overvoltage
146,EV_bus_67_iter_46,67,C,3.8726523415913103,1,Overvoltage
147,EV_bus_67_iter_47,67,A,4.325217201905788,1,Overvoltage
148,EV_bus_67_iter_48,67,B,2.6563890579523535,1,Overvoltage
149,EV_bus_67_iter_49,67,C,1.0874604167510782,1,Overvoltage
150,EV_bus_72_iter_0,72,B,1.7938863653182362,1,Overvoltage
151,EV_bus_72_iter_1,72,A,1.0831299646818948,1,Overvoltage
152,EV_bus_72_iter_2,72,A,3.776424475857326,1,Overvoltage
153,EV_bus_72_iter_3,72,A,2.457447523327009,1,Overvoltage
154,EV_bus_72_iter_4,72,C,2.451916873460992,1,Overvoltage
155,EV_bus_72_iter_5,72,B,1.1610036536848574,1,Overvoltage
156,EV_bus_72_iter_6,72,A,1.9417925673295469,1,Overvoltage
157,EV_bus_72_iter_7,72,C,3.9548275872409784,1,Overvoltage
158,EV_bus_72_iter_8,72,B,1.1669009860098276,1,Overvoltage
159,EV_bus_72_iter_9,72,B,3.2889537064920176,1,Overvoltage
160,EV_bus_72_iter_10,72,C,3.5636781354772955,1,Overvoltage
161,EV_bus_72_iter_11,72,B,4.0196850998042075,1,Overvoltage
162,EV_bus_72_iter_12,72,C,4.195725510284274,1,Overvoltage
163,EV_bus_72_iter_13,72,C,1.354984025485301,1,Overvoltage
164,EV_bus_72_iter_14,72,C,3.7509465070179617,1,Overvoltage
165,EV_bus_72_iter_15,72,B,2.8859582659954532,1,Overvoltage
166,EV_bus_72_iter_16,72,B,3.597883423104878,1,Overvoltage
167,EV_bus_72_iter_17,72,C,1.624102825749346,1,Overvoltage
168,EV_bus_72_iter_18,72,B,1.5649966802618507,1,Overvoltage
169,EV_bus_72_iter_19,72,B,2.999351108544679,1,Overvoltage
170,EV_bus_72_iter_20,72,C,2.4786698820691186,1,Overvoltage
171,EV_bus_72_iter_21,72,C,1.4824408664009643,1,Overvoltage
172,EV_bus_72_iter_22,72,B,1.9022936189565973,1,Overvoltage
173,EV_bus_72_iter_23,72,A,2.4099071518481416,1,Overvoltage
174,EV_bus_72_iter_24,72,B,1.6167553493401448,1,Overvoltage
175,EV_bus_72_iter_25,72,B,1.5388389195264942,1,Overvoltage
176,EV_bus_72_iter_26,72,C,4.101877788744199,1,Overvoltage
177,EV_bus_72_iter_27,72,B,3.9303671568888277,1,Overvoltage
178,EV_bus_72_iter_28,72,C,3.466399485815895,1,Overvoltage
179,EV_bus_72_iter_29,72,B,4.413119853754396,1,Overvoltage
180,EV_bus_72_iter_30,72,A,1.873948402877497,1,Overvoltage
181,EV_bus_72_iter_31,72,C,4.1043505201694295,1,Overvoltage
182,EV_bus_72_iter_32,72,C,4.374743886205692,1,Overvoltage
183,EV_bus_72_iter_33,72,A,2.4828330083656573,1,Overvoltage
184,EV_bus_72_iter_34,72,C,3.8252963568576495,1,Overvoltage
185,EV_bus_72_iter_35,72,A,4.641424887933515,1,Overvoltage
186,EV_bus_72_iter_36,72,B,1.5354483756515234,1,Overvoltage
187,EV_bus_72_iter_37,72,B,2.1936425821906234,1,Overvoltage
188,EV_bus_72_iter_38,72,C,2.0774273092939213,1,Overvoltage
189,EV_bus_72_iter_39,72,A,4.904937365179017,1,Overvoltage
190,EV_bus_72_iter_40,72,A,4.083492084520164,1,Overvoltage
191,EV_bus_72_iter_41,72,B,4.346939185290136,1,Overvoltage
192,EV_bus_72_iter_42,72,C,1.7916210820410372,1,Overvoltage
193,EV_bus_72_iter_43,72,C,2.1579543500540836,1,Overvoltage
194,EV_bus_72_iter_44,72,A,2.180884823574343,1,Overvoltage
195,EV_bus_72_iter_45,72,B,1.2405060481563344,1,Overvoltage
196,EV_bus_72_iter_46,72,A,4.479399749027291,1,Overvoltage
197,EV_bus_72_iter_47,72,C,4.397807973942461,1,Overvoltage
198,EV_bus_72_iter_48,72,A,4.62606361889645,1,Overvoltage
199,EV_bus_72_iter_49,72,C,3.2231624985924325,1,Overvoltage
200,EV_bus_73_iter_0,73,A,3.3804893715297184,1,Overvoltage
201,EV_bus_73_iter_1,73,A,1.3193435312594137,1,Overvoltage
202,EV_bus_73_iter_2,73,C,2.5268903027571223,1,Overvoltage
203,EV_bus_73_iter_3,73,C,4.750640644481351,1,Overvoltage
204,EV_bus_73_iter_4,73,B,2.6557010727001606,1,Overvoltage
205,EV_bus_73_iter_5,73,B,4.759985111228795,1,Overvoltage
206,EV_bus_73_iter_6,73,A,4.419669026498752,1,Overvoltage
207,EV_bus_73_iter_7,73,B,3.76918878779415,1,Overvoltage
208,EV_bus_73_iter_8,73,B,4.383331393222926,1,Overvoltage
209,EV_bus_73_iter_9,73,C,2.458587426030872,1,Overvoltage
210,EV_bus_73_iter_10,73,A,4.231564895263174,1,Overvoltage
211,EV_bus_73_iter_11,73,B,2.220521033916662,1,Overvoltage
212,EV_bus_73_iter_12,73,A,4.773071305580562,1,Overvoltage
213,EV_bus_73_iter_13,73,A,1.3173425767323272,1,Overvoltage
214,EV_bus_73_iter_14,73,A,3.235121142353926,1,Overvoltage
215,EV_bus_73_iter_15,73,A,3.4895487242529506,1,Overvoltage
216,EV_bus_73_iter_16,73,A,4.704979352403151,1,Overvoltage
217,EV_bus_73_iter_17,73,C,4.008841194610424,1,Overvoltage
218,EV_bus_73_iter_18,73,C,2.01338760723793,1,Overvoltage
219,EV_bus_73_iter_19,73,A,4.423911191750005,1,Overvoltage
220,EV_bus_73_iter_20,73,C,1.4570948750412018,1,Overvoltage
221,EV_bus_73_iter_21,73,C,4.047527467133023,1,Overvoltage
222,EV_bus_73_iter_22,73,A,1.826581949560584,1,Overvoltage
223,EV_bus_73_iter_23,73,C,1.2900241685191163,1,Overvoltage
224,EV_bus_73_iter_24,73,C,1.4238862856316779,1,Overvoltage
225,EV_bus_73_iter_25,73,C,4.036220918082826,1,Overvoltage
226,EV_bus_73_iter_26,73,A,2.9423106466276856,1,Overvoltage
227,EV_bus_73_iter_27,73,B,2.658262436328218,1,Overvoltage
228,EV_bus_73_iter_28,73,C,1.8345042452915057,1,Overvoltage
229,EV_bus_73_iter_29,73,C,3.845392235563912,1,Overvoltage
230,EV_bus_73_iter_30,73,B,1.5463845876694506,1,Overvoltage
231,EV_bus_73_iter_31,73,B,1.9477280937759107,1,Overvoltage
232,EV_bus_73_iter_32,73,C,2.9236249425205103,1,Overvoltage
233,EV_bus_73_iter_33,73,A,4.576066410921246,1,Overvoltage
234,EV_bus_73_iter_34,73,B,1.0192024036652767,1,Overvoltage
235,EV_bus_73_iter_35,73,A,1.1859031164520064,1,Overvoltage
236,EV_bus_73_iter_36,73,C,2.6635449850059496,1,Overvoltage
237,EV_bus_73_iter_37,73,C,1.650748029283771,1,Overvoltage
238,EV_bus_73_iter_38,73,B,4.333187888826959,1,Overvoltage
239,EV_bus_73_iter_39,73,A,2.376399165840414,1,Overvoltage
240,EV_bus_73_iter_40,73,B,4.161876942810716,1,Overvoltage
241,EV_bus_73_iter_41,73,B,2.1410145045548776,1,Overvoltage
242,EV_bus_73_iter_42,73,C,3.8800840310670637,1,Overvoltage
243,EV_bus_73_iter_43,73,C,4.762690450718242,1,Overvoltage
244,EV_bus_73_iter_44,73,A,1.0626932941602574,1,Overvoltage
245,EV_bus_73_iter_45,73,C,2.30543545803396,1,Overvoltage
246,EV_bus_73_iter_46,73,B,3.3608501767616956,1,Overvoltage
247,EV_bus_73_iter_47,73,B,3.730483373160772,1,Overvoltage
248,EV_bus_73_iter_48,73,A,3.4409265093989507,1,Overvoltage
249,EV_bus_73_iter_49,73,A,1.596561485852177,1,Overvoltage
250,EV_bus_75_iter_0,75,B,1.9966021448016122,1,Overvoltage
251,EV_bus_75_iter_1,75,B,2.2553901136028203,1,Overvoltage
252,EV_bus_75_iter_2,75,B,4.006519799843831,1,Overvoltage
253,EV_bus_75_iter_3,75,C,3.323371677370252,1,Overvoltage
254,EV_bus_75_iter_4,75,B,2.342010013882613,1,Overvoltage
255,EV_bus_75_iter_5,75,B,1.414625793717466,1,Overvoltage
256,EV_bus_75_iter_6,75,B,2.1743168111738136,1,Overvoltage
257,EV_bus_75_iter_7,75,A,3.3292950204189484,1,Overvoltage
258,EV_bus_75_iter_8,75,C,3.0876543089053867,1,Overvoltage
259,EV_bus_75_iter_9,75,B,2.609172603448341,1,Overvoltage
260,EV_bus_75_iter_10,75,C,1.7732548996290363,1,Overvoltage
261,EV_bus_75_iter_11,75,C,1.1147431008730977,1,Overvoltage
262,EV_bus_75_iter_12,75,B,3.6419935946429227,1,Overvoltage
263,EV_bus_75_iter_13,75,C,1.009930068367336,1,Overvoltage
264,EV_bus_75_iter_14,75,B,2.404113064498563,1,Overvoltage
265,EV_bus_75_iter_15,75,A,2.3377618785897405,1,Overvoltage
266,EV_bus_75_iter_16,75,A,1.032026453769749,1,Overvoltage
267,EV_bus_75_iter_17,75,A,2.885221919540876,1,Overvoltage
268,EV_bus_75_iter_18,75,A,3.215745740511279,1,Overvoltage
269,EV_bus_75_iter_19,75,B,2.9616907214702985,1,Overvoltage
270,EV_bus_75_iter_20,75,B,4.101836534588743,1,Overvoltage
271,EV_bus_75_iter_21,75,A,3.079777918714748,1,Overvoltage
272,EV_bus_75_iter_22,75,B,1.4629470043289667,1,Overvoltage
273,EV_bus_75_iter_23,75,A,1.779803591961457,1,Overvoltage
274,EV_bus_75_iter_24,75,C,1.2319394869116667,1,Overvoltage
275,EV_bus_75_iter_25,75,C,3.1144695719754156,1,Overvoltage
276,EV_bus_75_iter_26,75,C,1.0400668173507515,1,Overvoltage
277,EV_bus_75_iter_27,75,A,2.5993319513452398,1,Overvoltage
278,EV_bus_75_iter_28,75,B,1.1259237394285546,1,Overvoltage
279,EV_bus_75_iter_29,75,A,4.938955068468301,1,Overvoltage
280,EV_bus_75_iter_30,75,C,3.841781862364202,1,Overvoltage
281,EV_bus_75_iter_31,75,B,4.403931229522666,1,Overvoltage
282,EV_bus_75_iter_32,75,B,2.83479949956833,1,Overvoltage
283,EV_bus_75_iter_33,75,C,2.7177450369247955,1,Overvoltage
284,EV_bus_75_iter_34,75,C,3.375854122934431,1,Overvoltage
285,EV_bus_75_iter_35,75,B,2.097881661149226,1,Overvoltage
286,EV_bus_75_iter_36,75,B,3.3547951906304583,1,Overvoltage
287,EV_bus_75_iter_37,75,A,4.318086323834096,1,Overvoltage
288,EV_bus_75_iter_38,75,B,1.0044895770988638,1,Overvoltage
289,EV_bus_75_iter_39,75,C,2.3986132089977605,1,Overvoltage
290,EV_bus_75_iter_40,75,A,1.4489867327719272,1,Overvoltage
291,EV_bus_75_iter_41,75,A,1.6352902931708675,1,Overvoltage
292,EV_bus_75_iter_42,75,C,2.927123940895974,1,Overvoltage
293,EV_bus_75_iter_43,75,B,4.949890195491587,1,Overvoltage
294,EV_bus_75_iter_44,75,C,1.158801054496005,1,Overvoltage
295,EV_bus_75_iter_45,75,B,3.638731424276544,1,Overvoltage
296,EV_bus_75_iter_46,75,A,3.4703769192258895,1,Overvoltage
297,EV_bus_75_iter_47,75,B,4.579747864309349,1,Overvoltage
298,EV_bus_75_iter_48,75,C,2.4006845747890155,1,Overvoltage
299,EV_bus_75_iter_49,75,A,2.4317632539876657,1,Overvoltage
300,EV_bus_76_iter_0,76,B,3.5578138998177176,1,Overvoltage
301,EV_bus_76_iter_1,76,B,3.916750035836508,1,Overvoltage
302,EV_bus_76_iter_2,76,A,2.1001743541454903,1,Overvoltage
303,EV_bus_76_iter_3,76,A,3.2843773428282197,1,Overvoltage
304,EV_bus_76_iter_4,76,C,1.065537810874075,1,Overvoltage
305,EV_bus_76_iter_5,76,A,3.5265454164102614,1,Overvoltage
306,EV_bus_76_iter_6,76,B,2.4775846631397616,1,Overvoltage
307,EV_bus_76_iter_7,76,C,1.6340931793050366,1,Overvoltage
308,EV_bus_76_iter_8,76,C,4.4040182664876495,1,Overvoltage
309,EV_bus_76_iter_9,76,B,4.7408068921275905,1,Overvoltage
310,EV_bus_76_iter_10,76,B,1.8196225224721938,1,Overvoltage
311,EV_bus_76_iter_11,76,C,2.4507219455707716,1,Overvoltage
312,EV_bus_76_iter_12,76,B,3.8068208240478816,1,Overvoltage
313,EV_bus_76_iter_13,76,A,2.9691299165011835,1,Overvoltage
314,EV_bus_76_iter_14,76,C,3.170941080556755,1,Overvoltage
315,EV_bus_76_iter_15,76,C,4.627188540563026,1,Overvoltage
316,EV_bus_76_iter_16,76,C,2.4341757702291105,1,Overvoltage
317,EV_bus_76_iter_17,76,B,2.390681350256962,1,Overvoltage
318,EV_bus_76_iter_18,76,B,3.6628394116145926,1,Overvoltage
319,EV_bus_76_iter_19,76,C,2.154085676501278,1,Overvoltage
320,EV_bus_76_iter_20,76,B,2.7506107932526316,1,Overvoltage
321,EV_bus_76_iter_21,76,A,2.4966647306811107,1,Overvoltage
322,EV_bus_76_iter_22,76,C,3.7727750726588365,1,Overvoltage
323,EV_bus_76_iter_23,76,C,4.696179746365683,1,Overvoltage
324,EV_bus_76_iter_24,76,A,1.5098584441060425,1,Overvoltage
325,EV_bus_76_iter_25,76,B,3.236108397663172,1,Overvoltage
326,EV_bus_76_iter_26,76,C,1.2336323213222333,1,Overvoltage
327,EV_bus_76_iter_27,76,C,3.7229419366848413,1,Overvoltage
328,EV_bus_76_iter_28,76,A,1.7599830232333051,1,Overvoltage
329,EV_bus_76_iter_29,76,C,1.8435467558160066,1,Overvoltage
330,EV_bus_76_iter_30,76,B,2.285559130388495,1,Overvoltage
331,EV_bus_76_iter_31,76,A,4.187104039117317,1,Overvoltage
332,EV_bus_76_iter_32,76,C,3.2371692377481582,1,Overvoltage
333,EV_bus_76_iter_33,76,A,1.3268272009576956,1,Overvoltage
334,EV_bus_76_iter_34,76,A,1.5242271731561097,1,Overvoltage
335,EV_bus_76_iter_35,76,B,2.858238409450118,1,Overvoltage
336,EV_bus_76_iter_36,76,C,2.634037397154283,1,Overvoltage
337,EV_bus_76_iter_37,76,C,2.5009515144920385,1,Overvoltage
338,EV_bus_76_iter_38,76,A,3.3039813782942953,1,Overvoltage
339,EV_bus_76_iter_39,76,A,2.2245258715951826,1,Overvoltage
340,EV_bus_76_iter_40,76,C,4.958060010427837,1,Overvoltage
341,EV_bus_76_iter_41,76,A,4.115207539555875,1,Overvoltage
342,EV_bus_76_iter_42,76,C,4.305621857706507,1,Overvoltage
343,EV_bus_76_iter_43,76,B,2.685455179978279,1,Overvoltage
344,EV_bus_76_iter_44,76,B,1.7073905071830344,1,Overvoltage
345,EV_bus_76_iter_45,76,C,2.0850472433006098,1,Overvoltage
346,EV_bus_76_iter_46,76,C,1.3490020827410731,1,Overvoltage
347,EV_bus_76_iter_47,76,C,3.1694745067262406,1,Overvoltage
348,EV_bus_76_iter_48,76,A,4.592144293188873,1,Overvoltage
349,EV_bus_76_iter_49,76,C,2.192298563845926,1,Overvoltage
350,EV_bus_77_iter_0,77,C,2.5153093221411997,1,Overvoltage
351,EV_bus_77_iter_1,77,A,2.2916910408365045,1,Overvoltage
352,EV_bus_77_iter_2,77,A,2.874732432343514,1,Overvoltage
353,EV_bus_77_iter_3,77,B,4.838721698825509,1,Overvoltage
354,EV_bus_77_iter_4,77,C,2.9550682596220748,1,Overvoltage
355,EV_bus_77_iter_5,77,B,2.1159207081506013,1,Overvoltage
356,EV_bus_77_iter_6,77,A,4.536260789263681,1,Overvoltage
357,EV_bus_77_iter_7,77,C,2.4760557988910907,1,Overvoltage
358,EV_bus_77_iter_8,77,C,3.2258554554750356,1,Overvoltage
359,EV_bus_77_iter_9,77,C,4.792395762628971,1,Overvoltage
360,EV_bus_77_iter_10,77,B,2.2046431096097696,1,Overvoltage
361,EV_bus_77_iter_11,77,A,2.2769210884771347,1,Overvoltage
362,EV_bus_77_iter_12,77,A,4.362794691612937,1,Overvoltage
363,EV_bus_77_iter_13,77,A,1.3702125682378616,1,Overvoltage
364,EV_bus_77_iter_14,77,B,2.584026188023786,1,Overvoltage
365,EV_bus_77_iter_15,77,C,1.2951064058869979,1,Overvoltage
366,EV_bus_77_iter_16,77,B,1.7630208627550052,1,Overvoltage
367,EV_bus_77_iter_17,77,A,3.070069556609718,1,Overvoltage
368,EV_bus_77_iter_18,77,A,1.1932570797349316,1,Overvoltage
369,EV_bus_77_iter_19,77,B,3.728680517379488,1,Overvoltage
370,EV_bus_77_iter_20,77,A,4.759763221242428,1,Overvoltage
371,EV_bus_77_iter_21,77,B,2.902520619590213,1,Overvoltage
372,EV_bus_77_iter_22,77,B,3.2583396705193204,1,Overvoltage
373,EV_bus_77_iter_23,77,A,3.1035115007794576,1,Overvoltage
374,EV_bus_77_iter_24,77,A,3.418395325954288,1,Overvoltage
375,EV_bus_77_iter_25,77,B,1.977756810020498,1,Overvoltage
376,EV_bus_77_iter_26,77,B,1.8971397144033832,1,Overvoltage
377,EV_bus_77_iter_27,77,A,4.324786084774223,1,Overvoltage
378,EV_bus_77_iter_28,77,B,2.3472503764440935,1,Overvoltage
379,EV_bus_77_iter_29,77,C,4.681629716985972,1,Overvoltage
380,EV_bus_77_iter_30,77,C,3.1679561755225776,1,Overvoltage
