,scenario,bus_idx,phase,installed_kW,num_injections,violation
35,EV_bus_60_iter_35,60,A,1.7154788197009712,1,Overvoltage
36,EV_bus_60_iter_36,60,C,1.5505714464370883,1,Overvoltage
37,EV_bus_60_iter_37,60,C,4.595536165896213,1,Overvoltage
38,EV_bus_60_iter_38,60,A,4.957399309926586,1,Overvoltage
39,EV_bus_60_iter_39,60,C,4.7461671576941225,1,Overvoltage
40,EV_bus_60_iter_40,60,B,3.020510030293969,1,Overvoltage
41,EV_bus_60_iter_41,60,B,2.4633547980777637,1,Overvoltage
42,EV_bus_60_iter_42,60,B,3.4545433959528165,1,Overvoltage
43,EV_bus_60_iter_43,60,C,3.946425974654184,1,Overvoltage
44,EV_bus_60_iter_44,60,B,1.6397740453168983,1,Overvoltage
45,EV_bus_60_iter_45,60,B,4.71013739708471,1,Overvoltage
46,EV_bus_60_iter_46,60,A,2.830818500073165,1,Overvoltage
47,EV_bus_60_iter_47,60,A,4.352589775981633,1,Overvoltage
48,EV_bus_60_iter_48,60,A,2.2173175042122732,1,Overvoltage
49,EV_bus_60_iter_49,60,C,3.3679388995291384,1,Overvoltage
50,EV_bus_62_iter_0,62,B,2.529606954715245,1,Overvoltage
51,EV_bus_62_iter_1,62,C,4.205493515968197,1,Overvoltage
52,EV_bus_62_iter_2,62,C,3.749973691635156,1,Overvoltage
53,EV_bus_62_iter_3,62,C,2.011625326370071,1,Overvoltage
54,EV_bus_62_iter_4,62,A,1.9099177499656674,1,Overvoltage
55,EV_bus_62_iter_5,62,A,1.6662690656532848,1,Overvoltage
56,EV_bus_62_iter_6,62,A,4.566154556521026,1,Overvoltage
57,EV_bus_62_iter_7,62,C,4.198457217422547,1,Overvoltage
58,EV_bus_62_iter_8,62,A,4.994870089834535,1,Overvoltage
59,EV_bus_62_iter_9,62,C,2.7260635723682114,1,Overvoltage
60,EV_bus_62_iter_10,62,B,3.091937392951354,1,Overvoltage
61,EV_bus_62_iter_11,62,C,3.3349405884544776,1,Overvoltage
62,EV_bus_62_iter_12,62,A,4.061538140391038,1,Overvoltage
63,EV_bus_62_iter_13,62,C,1.893006967419034,1,Overvoltage
64,EV_bus_62_iter_14,62,A,2.6232143791041067,1,Overvoltage
65,EV_bus_62_iter_15,62,B,2.310625289003329,1,Overvoltage
66,EV_bus_62_iter_16,62,B,2.3516834803220403,1,Overvoltage
67,EV_bus_62_iter_17,62,B,1.5945362901481377,1,Overvoltage
68,EV_bus_62_iter_18,62,B,3.1042493438931733,1,Overvoltage
69,EV_bus_62_iter_19,62,B,2.927083946759842,1,Overvoltage
70,EV_bus_62_iter_20,62,A,1.1438088929275483,1,Overvoltage
71,EV_bus_62_iter_21,62,A,2.391287946388291,1,Overvoltage
72,EV_bus_62_iter_22,62,C,3.080900562979462,1,Overvoltage
73,EV_bus_62_iter_23,62,B,4.200475575991122,1,Overvoltage
74,EV_bus_62_iter_24,62,B,1.9410361344334786,1,Overvoltage
75,EV_bus_62_iter_25,62,A,4.8721844107181145,1,Overvoltage
76,EV_bus_62_iter_26,62,A,1.3511233001308667,1,Overvoltage
77,EV_bus_62_iter_27,62,C,3.9124651737212703,1,Overvoltage
78,EV_bus_62_iter_28,62,C,1.2154953058977505,1,Overvoltage
79,EV_bus_62_iter_29,62,A,2.4544585611120358,1,Overvoltage
80,EV_bus_62_iter_30,62,B,4.522817256557364,1,Overvoltage
81,EV_bus_62_iter_31,62,B,1.703849408570997,1,Overvoltage
82,EV_bus_62_iter_32,62,B,3.2838835665822477,1,Overvoltage
83,EV_bus_62_iter_33,62,C,1.2838009739551368,1,Overvoltage
84,EV_bus_62_iter_34,62,A,1.5869039704945567,1,Overvoltage
85,EV_bus_62_iter_35,62,A,3.1080655444456724,1,Overvoltage
86,EV_bus_62_iter_36,62,A,2.038345164509803,1,Overvoltage
87,EV_bus_62_iter_37,62,C,1.844099062234963,1,Overvoltage
88,EV_bus_62_iter_38,62,B,1.8696642919157043,1,Overvoltage
89,EV_bus_62_iter_39,62,B,2.198536339764341,1,Overvoltage
90,EV_bus_62_iter_40,62,A,1.8004657740993357,1,Overvoltage
91,EV_bus_62_iter_41,62,C,1.8537959246678786,1,Overvoltage
92,EV_bus_62_iter_42,62,B,4.404065868321977,1,Overvoltage
93,EV_bus_62_iter_43,62,A,3.9858480902926634,1,Overvoltage
94,EV_bus_62_iter_44,62,B,3.0955276354747916,1,Overvoltage
95,EV_bus_62_iter_45,62,B,2.907625210147916,1,Overvoltage
96,EV_bus_62_iter_46,62,A,2.625895235109873,1,Overvoltage
97,EV_bus_62_iter_47,62,C,4.873171339371048,1,Overvoltage
98,EV_bus_62_iter_48,62,B,2.227550882637665,1,Overvoltage
99,EV_bus_62_iter_49,62,B,4.293204097389941,1,Overvoltage
